BLZ;name;city;shortName;BIC
70090100;Hausbank München;München;Hausbank München;GENODEF1M04
70090124;Hausbank München;München;Hausbank München Gf Wohnung;GENODEF1MU4
70090500;Sparda-Bank München;München;Sparda-Bank München;GENODEF1S04
70090606;apoBank;München;apoBank München;DAAEDED1006
70090606;apoBank;Augsburg, Bay;apoBank Augsburg;DAAEDED1027
70091500;Volksbank Raiffeisenbank Dachau;Dachau;VB Raiffbk Dachau;GENODEF1DCA
70091600;VR-Bank Landsberg-Ammersee;Landsberg am Lech;VR-Bank Landsberg-Ammersee;GENODEF1DSS
70091900;VR-Bank Erding;Erding;VR-Bank Erding;GENODEF1EDV
70093200;VR-Bank Starnberg-Herrsching-Landsberg;Starnberg;VR-Bank Starnberg-Hg-Lbg;GENODEF1STH
70093400;VR-Bank Ismaning Hallbergmoos Neufahrn;Ismaning;VR-Bank Ismaning Hallb Neuf;GENODEF1ISV
70110088;Postbank (Spar);München;Postbank -Spar- München;PBNKDEFFXXX
70110500;Münchener Hypothekenbank;München;Münch Hypoth Bank München;MHYPDEMMXXX
70110600;UBI BANCA INTERNATIONAL - Ndl München;München;UBI BANCA INT München;BEPODEMMXXX
70120100;State Street Bank;München;State Street Bank München;SBOSDEMXXXX
70120400;DAB bank;München;DAB bank München;DABBDEMMXXX
70120500;CACEIS Bank Deutschland;München;CACEIS Bank Deutschland;FMBKDEMMXXX
70120600;Salzburg München Bank;München;Salzburg München Bank;RVSADEMXXXX
70120700;Oberbank Ndl Deutschland;München;Oberbank München;OBKLDEMXXXX
70130700;Bankhaus August Lenz & Co;München;Lenz Bank München;LENZDEM1XXX
70130799;Bankhaus August Lenz & Co Gf GAA;München;Lenz Bank München Gf GAA;LENZDEM1XXX
70130800;Merkur Bank;München;Merkur Bank München;GENODEF1M06
70133300;Santander Consumer Bank;München;Santander Bank München;SCFBDE33XXX
70150000;Stadtsparkasse München;München;Stadtsparkasse München;SSKMDEMMXXX
70160000;DZ BANK;München;DZ BANK München;GENODEFF701
70163370;Volksbank Raiffeisenbank Fürstenfeldbruck;Fürstenfeldbruck;VR-Bank Fürstenfeldbruck;GENODEF1FFB
70166486;VR Bank München Land;Deisenhofen b München;VR Bank München Land;GENODEF1OHC
70169132;Raiffeisenbank Griesstätt-Halfing;Halfing;Raiffbk Griesstätt-Halfing;GENODEF1HFG
70169165;Raiffeisenbank Chiemgau-Nord - Obing;Obing;Raiffbk Chiemgau-Nord-Obing;GENODEF1SBC
70169186;Raiffeisenbank Pfaffenhofen a d Glonn;Odelzhausen;Raiffbk Pfaffenhofen Glonn;GENODEF1ODZ
70169190;Raiffeisenbank Tattenh-Großkarolinenf;Großkarolinenfeld;Raiffbk Tattenh Großkarol;GENODEF1GKT
70169191;Raiffeisenbank Rupertiwinkel;Teisendorf;Raiffbk Rupertiwinkel;GENODEF1TEI
70169195;Raiffeisenbank Trostberg-Traunreut;Traunreut;Raiffbk Trostberg-Traunreut;GENODEF1TRU
70169310;Raiffeisenbank Alxing-Bruck;Bruck, Oberbay;Raiffeisenbank Alxing-Bruck;GENODEF1ALX
70169331;Raiffeisenbank südöstl. Starnberger See;Seeshaupt;Raiffbk sö Starnberger See;GENODEF1SSB
70169333;Raiffeisenbank Beuerberg-Eurasburg;Eurasburg b Wolfratshausen;Raiffbk Beuerberg-Eurasburg;GENODEF1EUR
70169351;Raiffeisenbank Nordkreis Landsberg;Egling a.d.Paar;Raiffbk Nordkreis Landsberg;GENODEF1ELB
70169356;Raiffeisenbank Erding;Erding;Raiffeisenbank Erding;GENODEF1EDR
70169382;Raiffeisenbank;Gilching;Raiffeisenbank Gilching;GENODEF1GIL
70169383;Raiffeisenbank Gmund am Tegernsee;Gmund a. Tegernsee;Raiffeisenbank Gmund am Teg;GENODEF1GMU
70169388;Raiffeisenbank Haag-Gars-Maitenbeth;Haag i.OB;Raiffbk Haag-Gars-Maitenb;GENODEF1HMA
70169402;Raiffeisenbank Höhenkirchen und Umgebung;Höhenkirchen-Siegertsbrunn;Raiffbk Höhenkirchen u U;GENODEF1HHK
70169410;Raiffeisenbank Holzkirchen-Otterfing;Holzkirchen, Oberbay;Raiffbk Holzkirchen-Otterf;GENODEF1HZO
70169413;Raiffeisenbank Singoldtal;Hurlach, Oberbay;Raiffbk Singoldtal;GENODEF1HUA
70169450;Raiffeisen-Volksbank Ebersberg;Grafing b. München;Raiff-VB Ebersberg;GENODEF1ASG
70169459;Raiffeisenbank;Mittenwald;Raiffeisenbank Mittenwald;GENODEF1MTW
70169460;Raiffeisenbank Westkreis Fürstenfeldbruck;Moorenweis;Raiffbk Westkreis;GENODEF1MOO
70169464;Genossenschaftsbank München;München;Genossenschaftsbank;GENODEF1M07
70169465;Raiffeisenbank München-Nord;Unterschleißheim;Raiffbk München-Nord;GENODEF1M08
70169466;Raiffeisenbank München-Süd;München;Raiffeisenbank München-Süd;GENODEF1M03
70169470;Raiffeisenbank München-Süd Gf GA;München;Raiffeisenbank München-Süd;GENODEF1GAA
70169472;Raiffeisenbank Hallbergmoos-Neufahrn -alt-;Neufahrn b. Freising;Raiffbk Hallbergmoos-Neuf;GENODEF1NFA
70169474;Raiffbk Neumarkt-St. Veit - Niederbergkirchen -alt-;Neumarkt-Sankt Veit;Raiffbk NSV-NBK -alt-;GENODEF1NSV
70169476;Raiffeisenbank -alt-;Niederbergkirchen;Raiffbk -alt-;GENODEF1NBK
70169493;Raiffeisenbank Oberschleißheim -alt-;Oberschleißheim;Raiffbk Oberschleißheim alt;GENODEF1OBS
70169505;Raiffeisenbank Anzing-Forstern -alt-;Forstern, Oberbay;Raiffbk Anzing-Forstern alt;GENODEF1FOA
70169509;Raiffeisenbank Pfaffenwinkel;Peiting;Raiffbk Pfaffenwinkel;GENODEF1PEI
70169521;Raiffeisenbank Raisting;Raisting, Oberbay;Raiffeisenbank Raisting;GENODEF1RIG
70169524;Raiffeisenbank RSA;Rechtmehring;Raiffeisenbank RSA;GENODEF1RME
70169530;Raiffeisenbank Neumarkt-St. Veit - Reischach;Reischach, Kr Altötting;Raiffbk Neumarkt-Reischach;GENODEF1RWZ
70169538;Raiffeisenbank St. Wolfgang-Schwindkirchen;Sankt Wolfgang;Raiffbk St Wolfgang-Schwind;GENODEF1SWO
70169541;Raiffeisenbank Lech-Ammersee;Vilgertshofen;Raiffbk Lech-Ammersee;GENODEF1THG
70169543;Raiffeisenbank Isar-Loisachtal;Wolfratshausen;Raiffbk Isar-Loisachtal;GENODEF1HHS
70169558;Raiffeisenbank;Steingaden, Oberbay;Raiffeisenbank Steingaden;GENODEF1SGA
70169566;VR-Bank Taufkirchen-Dorfen;Taufkirchen (Vils);VR-Bank Taufkirchen-Dorfen;GENODEF1TAV
70169568;Raiffeisenbank Taufkirchen-Oberneukirchen;Oberneukirchen;Raiffbk Taufk-Oberneukirch;GENODEF1TAE
70169571;Raiffeisenbank Tölzer Land;Bad Tölz;Raiffbk Tölzer Land;GENODEF1DTZ
70169575;Raiffeisenbank;Türkheim, Wertach;Raiffeisenbank Türkheim;GENODEF1TRH
70169576;Raiffeisen-Volksbank Tüßling-Unterneukirchen;Tüßling;Raiff-Volksbank Tüßling;GENODEF1TUS
70169585;Raiffeisenbank Unterschleißheim-Haimhn -alt-;Unterschleißheim;Raiffbk Unterschleißh-H-alt;GENODEF1UNS
70169596;Raiffeisenbank Walpertskirchen-Wörth-Hörlkofen -alt-;Walpertskirchen;Raiffbk Walpertskirchen alt;GENODEF1WWO
70169598;Raiffeisenbank im Oberland;Miesbach;Raiffbk im Oberland;GENODEF1MIB
70169599;Raiffeisenbank Weil u Umgebung;Weil, Kr Landsberg a Lech;Raiffeisenbank Weil u Umgeb;GENODEF1WEI
70169602;Raiffeisenbank Weilheim -alt-;Weilheim i. OB;Raiffeisenbank Weilheim alt;GENODEF1WM1
70169605;Raiffeisen-Volksbank Isen-Sempt;Isen, Oberbay;RVB Isen-Sempt;GENODEF1ISE
70169614;Freisinger Bank Volksbank-Raiffeisenbank;Freising, Oberbay;Freisinger Bank VB-Raiffbk;GENODEF1FSR
70169619;Raiffeisenbank Zorneding;Zorneding;Raiffeisenbank Zorneding;GENODEF1ZOR
70169653;Raiffeisenbank Aiglsbach;Aiglsbach;Raiffeisenbank Aiglsbach;GENODEF1AIG
70169693;Raiffeisenbank Hallertau;Rudelzhausen;Raiffeisenbank Hallertau;GENODEF1RHT
70190000;Münchner Bank;München;Münchner Bank;GENODEF1M01
70220000;LfA Förderbank Bayern;München;LfA Förderbank München;LFFBDEMMXXX
70220200;BHF-BANK;München;BHF-BANK München;BHFBDEFF700
70220300;BMW Bank;München;BMW Bank München;BMWBDEMUXXX
70220800;Vereinsbank Victoria Bauspar;München;VVB München;VVAGDEM1XXX
70220900;Wüstenrot Bausparkasse;München;Wüstenrot Bausparkasse;DRESDEFFBFC
70230600;Isbank Fil München;München;Isbank München;ISBKDEFXMUN
70250150;Kreissparkasse München Starnberg Ebersberg;München;Kr Spk München Starnbg Ebbg;BYLADEM1KMS
70320090;UniCredit Bank - HypoVereinsbank;Garmisch-Partenkirchen;UniCredit Bank-HypoVereinbk;HYVEDEMM654
70320090;UniCredit Bank - HypoVereinsbank;Mittenwald;UniCredit Bank-HypoVereinbk;HYVEDEMM654
70320090;UniCredit Bank - HypoVereinsbank;Oberammergau;UniCredit Bank-HypoVereinbk;HYVEDEMM654
70321194;UniCredit Bank - HypoVereinsbank;Weilheim i. OB;UniCredit Bank-HypoVereinbk;HYVEDEMM466
70322192;UniCredit Bank - HypoVereinsbank;Murnau a. Staffelsee;UniCredit Bank-HypoVereinbk;HYVEDEMM664
70350000;Kreissparkasse Garmisch-Partenkirchen;Garmisch-Partenkirchen;Kr Spk Garmisch-Partenkirch;BYLADEM1GAP
70351030;Vereinigte Sparkassen im Landkreis Weilheim;Weilheim i. OB;Ver Spk Weilheim;BYLADEM1WHM
70362595;Raiffeisenbank Wallgau-Krün;Wallgau;Raiffbk Wallgau-Krün;GENODEF1WAK
70380006;Commerzbank vormals Dresdner Bank;Garmisch-Partenkirchen;Commerzbank Garmisch-Par;DRESDEFF703
70390000;VR-Bank Werdenfels;Garmisch-Partenkirchen;VR-Bank Werdenfels;GENODEF1GAP
71020072;UniCredit Bank - HypoVereinsbank;Bad Reichenhall;UniCredit Bank-HypoVereinbk;HYVEDEMM410
71020072;UniCredit Bank - HypoVereinsbank;Freilassing;UniCredit Bank-HypoVereinbk;HYVEDEMM410
71020072;UniCredit Bank - HypoVereinsbank;Laufen, Salzach;UniCredit Bank-HypoVereinbk;HYVEDEMM410
71020072;UniCredit Bank - HypoVereinsbank;Teisendorf;UniCredit Bank-HypoVereinbk;HYVEDEMM410
71020072;UniCredit Bank - HypoVereinsbank;Berchtesgaden;UniCredit Bank-HypoVereinbk;HYVEDEMM410
71021270;UniCredit Bank - HypoVereinsbank;Neuötting;UniCredit Bank-HypoVereinbk;HYVEDEMM629
71021270;UniCredit Bank - HypoVereinsbank;Altötting;UniCredit Bank-HypoVereinbk;HYVEDEMM629
71021270;UniCredit Bank - HypoVereinsbank;Burgkirchen a.d.Alz;UniCredit Bank-HypoVereinbk;HYVEDEMM629
71021270;UniCredit Bank - HypoVereinsbank;Tittmoning;UniCredit Bank-HypoVereinbk;HYVEDEMM629
71021270;UniCredit Bank - HypoVereinsbank;Eggenfelden;UniCredit Bank-HypoVereinbk;HYVEDEMM629
71022182;UniCredit Bank - HypoVereinsbank;Traunstein, Oberbay;UniCredit Bank-HypoVereinbk;HYVEDEMM453
71022182;UniCredit Bank - HypoVereinsbank;Marquartstein;UniCredit Bank-HypoVereinbk;HYVEDEMM453
71022182;UniCredit Bank - HypoVereinsbank;Trostberg;UniCredit Bank-HypoVereinbk;HYVEDEMM453
71022182;UniCredit Bank - HypoVereinsbank;Waging a. See;UniCredit Bank-HypoVereinbk;HYVEDEMM453
71022182;UniCredit Bank - HypoVereinsbank;Traunreut;UniCredit Bank-HypoVereinbk;HYVEDEMM453
71023173;UniCredit Bank - HypoVereinsbank;Burghausen, Salzach;UniCredit Bank-HypoVereinbk;HYVEDEMM632
71050000;Sparkasse Berchtesgadener Land;Bad Reichenhall;Spk Berchtesgadener Land;BYLADEM1BGL
71051010;Kreissparkasse Altötting-Burghausen -alt-;Altötting;Kr Spk Altötting-Burgh-alt-;BYLADEM1AOE
71052050;Kreissparkasse Traunstein-Trostberg;Traunstein, Oberbay;Kr Spk Traunstein-Trostberg;BYLADEM1TST
71061009;VR meine Raiffeisenbank;Altötting;VR meine Raiffeisenbank;GENODEF1AOE
71062802;Raiffeisenbank;Anger b Bad Reichenhall;Raiffeisenbank Anger;GENODEF1AGE
71090000;Volksbank Raiffeisenbank Oberbayern Südost;Bad Reichenhall;VB RB Oberbayern Südost;GENODEF1BGL
71120077;UniCredit Bank - HypoVereinsbank;Rosenheim, Oberbay;UniCredit Bank-HypoVereinbk;HYVEDEMM448
71120077;UniCredit Bank - HypoVereinsbank;Brannenburg;UniCredit Bank-HypoVereinbk;HYVEDEMM448
71120077;UniCredit Bank - HypoVereinsbank;Bad Aibling;UniCredit Bank-HypoVereinbk;HYVEDEMM448
71120077;UniCredit Bank - HypoVereinsbank;Miesbach;UniCredit Bank-HypoVereinbk;HYVEDEMM448
71120077;UniCredit Bank - HypoVereinsbank;Prien a. Chiemsee;UniCredit Bank-HypoVereinbk;HYVEDEMM448
71120077;UniCredit Bank - HypoVereinsbank;Wasserburg a. Inn;UniCredit Bank-HypoVereinbk;HYVEDEMM448
71120077;UniCredit Bank - HypoVereinsbank;Kolbermoor;UniCredit Bank-HypoVereinbk;HYVEDEMM448
71120078;UniCredit Bank - HypoVereinsbank;Rottach-Egern;UniCredit Bank-HypoVereinbk;HYVEDEMM644
71120078;UniCredit Bank - HypoVereinsbank;Bad Wiessee;UniCredit Bank-HypoVereinbk;HYVEDEMM644
71120078;UniCredit Bank - HypoVereinsbank;Gmund a. Tegernsee;UniCredit Bank-HypoVereinbk;HYVEDEMM644
71120078;UniCredit Bank - HypoVereinsbank;Schliersee;UniCredit Bank-HypoVereinbk;HYVEDEMM644
71120078;UniCredit Bank - HypoVereinsbank;Tegernsee;UniCredit Bank-HypoVereinbk;HYVEDEMM644
71121176;UniCredit Bank - HypoVereinsbank;Mühldorf a. Inn;UniCredit Bank-HypoVereinbk;HYVEDEMM438
71121176;UniCredit Bank - HypoVereinsbank;Töging a. Inn;UniCredit Bank-HypoVereinbk;HYVEDEMM438
71121176;UniCredit Bank - HypoVereinsbank;Ampfing;UniCredit Bank-HypoVereinbk;HYVEDEMM438
71122183;UniCredit Bank - HypoVereinsbank;Waldkraiburg;UniCredit Bank-HypoVereinbk;HYVEDEMM457
71140041;Commerzbank Rosenheim;Rosenheim, Oberbay;Commerzbank Rosenheim;COBADEFFXXX
71141041;Commerzbank;Mühldorf a. Inn;Commerzbank Mühldorf Inn;COBADEFFXXX
71142041;Commerzbank;Waldkraiburg;Commerzbank Waldkraiburg;COBADEFFXXX
71150000;Sparkasse Rosenheim-Bad Aibling;Rosenheim, Oberbay;Spk Rosenheim-Bad Aibling;BYLADEM1ROS
71151020;Sparkasse Altötting-Mühldorf;Mühldorf a. Inn;Spk Altötting-Mühldorf;BYLADEM1MDF
71152570;Kreissparkasse Miesbach-Tegernsee;Miesbach;Kr Spk Miesbach-Tegernsee;BYLADEM1MIB
71152680;Kreis- und Stadtsparkasse Wasserburg;Wasserburg a. Inn;Kr u St Spk Wasserburg;BYLADEM1WSB
71160000;Volksbank Raiffeisenbank Rosenheim-Chiemsee;Rosenheim, Oberbay;VB RB Rosenheim-Chiemsee;GENODEF1VRR
71160161;VR Bank Rosenheim-Chiemsee -alt-;Rosenheim, Oberbay;VR Bank Rosenheim-Chiemsee;GENODEF1ROR
71161964;Volksbank-Raiffeisenbank Chiemsee -alt-;Prien a. Chiemsee;VB-Raiffbk Chiemsee -alt-;GENODEF1PRV
71162355;Raiffeisenbank Oberaudorf;Oberaudorf;Raiffeisenbank Oberaudorf;GENODEF1OBD
71162804;Raiffeisenbank Aschau-Samerberg;Aschau i. Chiemgau;Raiffbk Aschau-Samerberg;GENODEF1ASU
71165150;Raiffeisenbank Mangfalltal -alt-;Bad Aibling;Raiffeisenbank Mangfal-alt-;GENODEF1AIB
71180005;Commerzbank vormals Dresdner Bank;Rosenheim, Oberbay;Commerzbank Rosenheim;DRESDEFF711
71190000;Volksbank Rosenheim -alt-;Rosenheim, Oberbay;Volksbank Rosenheim -alt-;GENODEF1ROV
71191000;VR-Bank Burghausen-Mühldorf;Mühldorf a. Inn;VR-Bank Burghausen-Mühldorf;GENODEF1MUL
72000000;Bundesbank;Augsburg, Bay;BBk Augsburg;MARKDEF1720
72010111;SEB;Augsburg, Bay;SEB Augsburg;ESSEDE5F720
72010111;SEB;Kempten (Allgäu);SEB Kempten;ESSEDE5F721
72012300;Bank für Tirol und Vorarlberg Deutschland;Memmingen;BTV Zndl Deutschland;BTVADE61XXX
72020070;UniCredit Bank - HypoVereinsbank;Augsburg, Bay;UniCredit Bank-HypoVereinbk;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;Friedberg, Bay;UniCredit Bank-HypoVereinbk;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;Dillingen a.d.Donau;UniCredit Bank-HypoVereinbk;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;Krumbach (Schwaben);UniCredit Bank-HypoVereinbk;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;Lauingen (Donau);UniCredit Bank-HypoVereinbk;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;Thannhausen, Schwab;UniCredit Bank-HypoVereinbk;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;Rain, Lech;UniCredit Bank-HypoVereinbk;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;Oettingen i.Bay.;UniCredit Bank-HypoVereinbk;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;Gersthofen;UniCredit Bank-HypoVereinbk;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;Mering, Schwab;UniCredit Bank-HypoVereinbk;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;Königsbrunn b Augsburg;UniCredit Bank-HypoVereinbk;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;Neusäß;UniCredit Bank-HypoVereinbk;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;Schwabmünchen;UniCredit Bank-HypoVereinbk;HYVEDEMM408
72020070;UniCredit Bank - HypoVereinsbank;Landsberg am Lech;UniCredit Bank-HypoVereinbk;HYVEDEMM408
72020700;Augsburger Aktienbank;Augsburg, Bay;Augsburger Aktienbank;AUGBDE77XXX
72021271;UniCredit Bank - HypoVereinsbank;Aichach a d Paar;UniCredit Bank-HypoVereinbk;HYVEDEMM236
72021876;UniCredit Bank - HypoVereinsbank;Günzburg;UniCredit Bank-HypoVereinbk;HYVEDEMM259
72030014;Fürst Fugger Privatbank;Augsburg, Bay;Fürst Fugger Privatbk Augsb;FUBKDE71XXX
72030227;Bankhaus Anton Hafner;Augsburg, Bay;Bankhaus Anton Hafner;ANHODE77XXX
72040046;Commerzbank;Augsburg, Bay;Commerzbank Augsburg;COBADEFFXXX
72050000;Stadtsparkasse Augsburg;Augsburg, Bay;St Spk Augsburg;AUGSDE77XXX
72050101;Kreissparkasse Augsburg;Augsburg, Bay;Kr Spk Augsburg;BYLADEM1AUG
72051210;Sparkasse Aichach-Schrobenhausen;Aichach a d Paar;Spk Aichach-Schrobenhausen;BYLADEM1AIC
72051840;Sparkasse Günzburg-Krumbach;Günzburg;Spk Günzburg-Krumbach;BYLADEM1GZK
72062152;VR-Bank Handels- und Gewerbebank;Gersthofen;VR-Bank HG-Bank;GENODEF1MTG
72069002;Raiffeisenbank Adelzhausen-Sielenbach;Adelzhausen;Raiffbk Adelzhausen-Sielenb;GENODEF1ADZ
72069005;Raiffeisenbank;Aindling;Raiffeisenbank Aindling;GENODEF1AIL
72069034;Raiffeisenbank Bissingen;Bissingen, Schwab;Raiffeisenbank Bissingen;GENODEF1BSI
72069036;Raiffeisenbank;Bobingen;Raiffeisenbank Bobingen;GENODEF1BOI
72069043;VR-Bank Donau-Mindel;Dillingen a.d.Donau;VR-Bank Donau-Mindel;GENODEF1GZ2
72069090;Raiffeisenbank Bibertal-Kötz;Kötz;RB Bibertal-Kötz;GENODEF1KEZ
72069105;Raiffeisenbank;Hiltenfingen;Raiffeisenbank Hiltenfingen;GENODEF1HTF
72069113;Raiffeisenbank Aschberg;Holzheim, Kr Dillingen a d Donau;Raiffeisenbank Aschberg;GENODEF1HZH
72069114;Raiffeisenbank;Holzheim b Neu-Ulm;Raiffeisenbank Holzheim;GENODEF1HZR
72069119;Raiffeisenbank Ichenhausen;Ichenhausen;Raiffeisenbank Ichenhausen;GENODEF1ICH
72069123;Raiffeisenbank Jettingen-Scheppach;Jettingen-Scheppach;Raiffbk Jettingen-Schep;GENODEF1JET
72069126;Raiffeisenbank Bibertal-Kötz;Bibertal, Schwab;RB Bibertal-Kötz;GENODEF1BBT
72069132;Raiffeisenbank Krumbach/Schwaben;Krumbach (Schwaben);Raiffbk Krumbach/Schwaben;GENODEF1KRR
72069135;Raiffeisenbank Stauden;Langenneufnach;Raiffbk Stauden Langenneufn;GENODEF1LST
72069155;Raiffeisenbank Kissing-Mering;Mering, Schwab;Raiffbk Kissing-Mering;GENODEF1MRI
72069179;Raiffeisenbank Unteres Zusamtal;Buttenwiesen;Raiffbk Unteres Zusamtal;GENODEF1BWI
72069181;Raiffeisenbank;Offingen, Donau;Raiffeisenbank Offingen;GENODEF1OFF
72069193;Raiffeisenbank;Rehling;Raiffeisenbank Rehling;GENODEF1RLI
72069209;Raiffeisenbank;Roggenburg, Schwab;Raiffeisenbank Roggenburg;GENODEF1RGB
72069220;Raiffeisenbank;Schwabmünchen;Raiffbk Schwabmünchen;GENODEF1SMU
72069235;Raiffeisenbank;Thannhausen, Schwab;Raiffeisenbank Thannhausen;GENODEF1THS
72069263;Raiffeisenbank Wittislingen;Wittislingen;Raiffeisenbank Wittislingen;GENODEF1WTS
72069274;Raiffeisenbank Augsburger Land West;Zusmarshausen;Raiffbk Augsburger Ld West;GENODEF1ZUS
72069308;Raiffeisen-Volksbank Wemding;Wemding;RVB Wemding;GENODEF1WDN
72069329;Raiffeisen-Volksbank Ries;Nördlingen;Raiffeisen-Volksbank Ries;GENODEF1NOE
72069736;Raiffeisenbank Iller-Roth-Günz;Bellenberg, Schwab;Raiffbk Iller-Roth-Günz;GENODEF1BLT
72069789;Raiffeisenbank Pfaffenhausen;Pfaffenhausen, Schwab;Raiffbk Pfaffenhausen;GENODEF1PFA
72070001;Deutsche Bank;Augsburg, Bay;Deutsche Bank Augsburg;DEUTDEMM720
72070001;Deutsche Bank;Königsbrunn b Augsburg;Deutsche Bank Königsbrunn;DEUTDEMM727
72070001;Deutsche Bank;Gersthofen;Deutsche Bank Gersthofen;DEUTDEMM725
72070001;Deutsche Bank;Bad Wörishofen;Deutsche Bank Bad Wörishof;DEUTDEMM723
72070001;Deutsche Bank;Günzburg;Deutsche Bank Günzburg;DEUTDEMM726
72070001;Deutsche Bank;Dillingen a.d.Donau;Deutsche Bank Dillingen;DEUTDEMM724
72070024;Deutsche Bank Privat und Geschäftskunden;Augsburg, Bay;Deutsche Bank PGK Augsburg;DEUTDEDB720
72070024;Deutsche Bank Privat und Geschäftskunden;Bad Wörishofen;Deutsche Bank PGK Bad Wöris;DEUTDEDB723
72070024;Deutsche Bank Privat und Geschäftskunden;Dillingen a.d.Donau;Deutsche Bank PGK Dillingen;DEUTDEDB724
72070024;Deutsche Bank Privat und Geschäftskunden;Gersthofen;Deutsche Bank PGK Gersthofe;DEUTDEDB725
72070024;Deutsche Bank Privat und Geschäftskunden;Günzburg;Deutsche Bank PGK Günzburg;DEUTDEDB726
72070024;Deutsche Bank Privat und Geschäftskunden;Königsbrunn b Augsburg;Deutsche Bank PGK Königsbru;DEUTDEDB727
72080001;Commerzbank vormals Dresdner Bank;Augsburg, Bay;Commerzbank Augsburg;DRESDEFF720
72090000;Augusta-Bank Raiffeisen-Volksbank;Augsburg, Bay;Augusta-Bank RVB Augsburg;GENODEF1AUB
72090500;Sparda-Bank Augsburg;Augsburg, Bay;Sparda-Bank Augsburg;GENODEF1S03
72090900;PSD Bank München;Augsburg, Bay;PSD Bank München Augsburg;GENODEF1P14
72091800;Volksbank Günzburg -alt-;Günzburg;Volksbank Günzburg -alt-;GENODEF1GZ1
72120078;UniCredit Bank - HypoVereinsbank;Ingolstadt, Donau;UniCredit Bank-HypoVereinbk;HYVEDEMM426
72120078;UniCredit Bank - HypoVereinsbank;Mainburg;UniCredit Bank-HypoVereinbk;HYVEDEMM426
72120078;UniCredit Bank - HypoVereinsbank;Wolnzach;UniCredit Bank-HypoVereinbk;HYVEDEMM426
72120078;UniCredit Bank - HypoVereinsbank;Eichstätt, Bay;UniCredit Bank-HypoVereinbk;HYVEDEMM426
72120078;UniCredit Bank - HypoVereinsbank;Geisenfeld;UniCredit Bank-HypoVereinbk;HYVEDEMM426
72120078;UniCredit Bank - HypoVereinsbank;Pfaffenhofen a.d.Ilm;UniCredit Bank-HypoVereinbk;HYVEDEMM426
72120078;UniCredit Bank - HypoVereinsbank;Schrobenhausen;UniCredit Bank-HypoVereinbk;HYVEDEMM426
72120078;UniCredit Bank - HypoVereinsbank;Vohburg a.d.Donau;UniCredit Bank-HypoVereinbk;HYVEDEMM426
72120078;UniCredit Bank - HypoVereinsbank;Au i.d.Hallertau;UniCredit Bank-HypoVereinbk;HYVEDEMM426
72120078;UniCredit Bank - HypoVereinsbank;Beilngries;UniCredit Bank-HypoVereinbk;HYVEDEMM426
72122181;UniCredit Bank - HypoVereinsbank;Neuburg a.d.Donau;UniCredit Bank-HypoVereinbk;HYVEDEMM665
72140052;Commerzbank;Ingolstadt, Donau;Commerzbank Ingolstadt;COBADEFFXXX
72150000;Sparkasse Ingolstadt;Ingolstadt, Donau;Sparkasse Ingolstadt;BYLADEM1ING
72151340;Sparkasse Eichstätt;Eichstätt, Bay;Sparkasse Eichstätt;BYLADEM1EIS
72151650;Sparkasse Pfaffenhofen;Pfaffenhofen a.d.Ilm;Spk Pfaffenhofen;BYLADEM1PAF
72151880;Sparkasse Aichach-Schrobenhausen -alt-;Aichach a d Paar;Spk Aichach-Schrobenhausen;BYLADEM1SSH
72152070;Sparkasse Neuburg-Rain;Neuburg a.d.Donau;Spk Neuburg-Rain;BYLADEM1NEB
72160818;Volksbank Raiffeisenbank Bayern Mitte;Ingolstadt, Donau;VR Bank Bayern Mitte;GENODEF1INP
72169013;Raiffeisenbank Aresing-Hörzhausen-Schiltberg -alt-;Aresing, Oberbay;Raiffbk Aresing-Hörz-Schilt;GENODEF1ARH
72169080;Raiffeisenbank Aresing-Gerolsbach;Gerolsbach;Raiffbk Aresing-Gerolsbach;GENODEF1GSB
72169111;Raiffeisenbank Hohenwart -alt-;Hohenwart, Paar;Raiffbk Hohenwart -alt-;GENODEF1HHW
72169218;Schrobenhausener Bank;Schrobenhausen;Schrobenhausener Bank;GENODEF1SBN
72169246;Raiffeisenbank Schrobenhausener Land;Langenmosen;Raiffbk Schrobenhausener Ld;GENODEF1WFN
72169380;Raiffeisenbank Beilngries;Beilngries;Raiffeisenbank Beilngries;GENODEF1BLN
72169733;Raiffeisenbank Berg im Gau-Langenmosen -alt-;Langenmosen;Rbk Berg im Gau-L -alt-;GENODEF1LBE
72169745;Raiffeisenbank Ehekirchen-Oberhausen;Ehekirchen, Oberbay;Raiffbk Ehekirchen-Oberhsn;GENODEF1WDF
